SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0.880734693482843,1.3440051632154282,1.481543283997365,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0
0,0.3920903288424788,-1.502653098069141,-0.6354508918262217,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,-0.9516816739185228,0.4981504901308714,-0.6664660510047895,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,1.247217966963116,1.086426628189679,1.7529369563827975,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0
0,1.4915401492832983,-1.3464441800535252,-0.2814457179303083,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0,1.4915401492832983,-1.3348116010523623,-0.265452837130549,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
0,0.3106496014024181,-0.4856333339674735,-0.09760479574383378,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1.125056875803025,-0.8362725010025254,0.0638681524689084,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,-1.1552834925186746,0.9850570111795457,-0.834953807623495,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
1,1.5729808767233588,0.8338334841644282,1.7707828054407357,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0.18848851024232702,0.47156173812821356,0.24702524113153115,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
0,-0.015113308357824713,1.1329569441943304,0.38213750995708384,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
0,0.26992923768238775,-0.3626603559551803,-0.034868584716916,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
0,0.22920887396235737,-1.3464441800535252,-0.6023621729301679,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0,0.7992939660427822,0.8205391081630994,1.013845271974611,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0
0,0.6364125111626608,1.3456669602155942,1.199031802062858,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
0,1.5322605130033284,-0.17487729493640844,0.8228351273606581,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,-0.5037576729981889,0.19237984210030468,-0.3468510856148412,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.7178532386027215,0.5895493251400082,0.8379677014691201,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0
0,-0.5444780367182193,-0.6617838159850825,-0.611560836783271,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0
0,-0.30015585439803716,-0.10508182092943122,-0.295034151823621,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,-0.8295205827584317,-0.5221928679711283,-0.7441363038267929,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0.26992923768238775,1.3589613362169235,0.884600735966625,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
0,-1.0331224013585834,0.32864719611392706,-0.7655336753795743,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,-0.38159658183809786,0.04946530008601819,-0.32909347314062565,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1
0,-0.21871512695797646,-1.5076384890696393,-0.7720411234291316,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1,0.5956921474426305,0.7075369121518029,0.6996568564836153,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,-0.2594354906780068,-1.51594747407047,-0.7782397434356589,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0
0,-0.748079855318371,-0.0020504069191315333,-0.5906267072950343,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,-0.8702409464784621,1.3057838322116073,-0.5056328180240376,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,-1.2367242199587352,-1.5126238800701375,-0.9844486395958658,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
0,-0.2594354906780068,0.5712695581381809,-0.09250913303384142,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1.6137012404433893,1.6580847962468257,2.6710165508727046,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
0,1.247217966963116,-1.4876969250676457,-0.47227938937681546,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
0,1.5729808767233588,-1.4943441130683104,-0.38977818359598815,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,-0.8702409464784621,0.012905766082363669,-0.6866501695313822,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,-0.748079855318371,-1.4993295040688086,-0.9049033593697525,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
0,-0.7888002190384014,0.8039211381614382,-0.49323557801098283,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,-1.0738427650786138,-1.481049737066981,-0.9623894936651632,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
1,-0.8702409464784621,0.3469269631157543,-0.6637307169093823,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,-0.5851984004382496,-0.26461433294537917,-0.5316626102222665,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,-1.2774445836787656,-0.9708780580159815,-0.9900957809541254,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,-0.015113308357824713,0.356897745116751,0.01983809719122616,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,-0.13727439951791576,-0.9692162610158153,-0.5325670352054254,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,-1.1960038562387048,-0.1499503399339166,-0.9305581460871596,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,-1.2367242199587352,1.0099839661820376,-0.9189109170357486,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,-0.7888002190384014,1.0598378761870213,-0.4927502768005074,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
0,0.35136996512244845,-0.8113455460000336,-0.2655410737142718,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,-1.2774445836787656,-1.5259182560714666,-0.9974635356949803,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
0,-1.0331224013585834,-0.32942441595185784,-0.842365680656211,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
0,0.7992939660427822,-0.015344782920460707,0.49891862851422275,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1
0,0.5142514200025698,-1.3331498040521963,-0.5033607259931753,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
0,1.5322605130033284,0.37683930911874425,1.316717345603156,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
0,0.8400143297628127,-1.5309036470719648,-0.5620821724607052,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
1,1.2064976032430856,1.1030445981913404,1.6133246217873816,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0
0,1.125056875803025,0.9750862291785486,1.4100937103278195,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1,-1.1960038562387048,0.5197538511330312,-0.9069328007953771,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
1,-0.38159658183809786,1.0083221691818711,0.020433694131355287,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,-1.2774445836787656,-1.1104690060299358,-0.9919487492123046,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1.4100994218432374,0.252204534106285,1.196384704551174,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
0,-0.8295205827584317,0.830509890164096,-0.5414789301614291,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,1.5729808767233588,0.5961965131406728,1.5668460013113914,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0
0,-0.30015585439803716,-1.491020519067978,-0.7804235988827984,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
0,-1.1145631287986442,-0.3643221529553466,-0.8805059439703956,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-0.2594354906780068,-0.43910301796282214,-0.43427148093821505,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
0,-1.2774445836787656,-1.4993295040688086,-0.9971105893600889,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,1.5322605130033284,-0.6883725679877406,0.3229087031331477,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0
0,1.6137012404433893,1.6364814352446657,2.5647797040704408,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0
0,1.125056875803025,0.9850570111795457,1.4693666354436172,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0
1,-0.015113308357824713,1.1844726511994805,0.41379238436764193,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,-1.2774445836787656,-1.4926823160681442,-0.9970223527763662,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
0,-0.748079855318371,-0.3493659799538514,-0.6646572010384718,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
0,-0.7888002190384014,0.5064594751317021,-0.551648196435483,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,-1.0738427650786138,1.5002140812310438,-0.7104299288446795,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0.5549717837226001,0.47987072312904416,0.5797433392043168,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
0,-0.7073594915983407,1.2160467942026365,-0.3202036373305525,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
1,0.43281069256250915,0.9817334171792131,0.7382824210082755,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0
0,0.26992923768238775,-0.4972659129686364,-0.136142123684771,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
1,-0.46303730927815856,-0.15659752793458118,-0.46041156886609746,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,1.002895784642934,-0.3659839499555126,0.4042407741796477,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0
0,0.8400143297628127,0.9534828681763893,1.1437515823605178,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0
0,-0.5851984004382496,0.7690234011579498,-0.3437848643304735,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
0,-1.2774445836787656,-0.15327393393424887,-0.9792426811562199,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,1.0436161483629645,-0.12336158793125872,0.5289852444177703,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1,1.5729808767233588,1.3057838322116073,2.264951792580333,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0
0,0.10704778280226633,1.1462513201956595,0.5524782348339684,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0
0,-1.1960038562387048,0.6959043331506402,-0.8925061193566978,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,0.22920887396235737,1.332372584214265,0.7092084666716095,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0
0,0.10704778280226633,0.14584952609565352,0.0928318110759208,0,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0
0,-1.0331224013585834,0.8537750481664219,-0.7439598306593472,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
0,0.5956921474426305,0.32200000811326246,0.5429045655000436,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,-0.748079855318371,-0.4756625519664766,-0.6680763686577307,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,-0.5037576729981889,-0.1582593249347472,-0.4501761251542516,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,1.369379058123207,0.6809481601491449,1.437645583595267,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0
0,-0.7073594915983407,-1.505976692069473,-0.8554026359012562,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
0,0.3920903288424788,-1.462769970065154,-0.6332229180872208,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0
0,-0.62591876415828,0.46989994112804756,-0.4106461356464327,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0.18848851024232702,1.3207400052131024,0.6610092328130246,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0
0,-0.8295205827584317,-0.5105602889699654,-0.7359303015405715,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0.8400143297628127,0.9800716201790471,1.141876554956408,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0
0,1.125056875803025,-1.3215172250510334,-0.34177748205077957,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,-0.5851984004382496,-1.303237458049206,-0.7993724052372719,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,-1.2774445836787656,0.33695618111475767,-0.9727352331066627,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-1.1960038562387048,0.179085466098976,-0.9201021109160067,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-0.9516816739185228,0.15415851109648415,-0.7536658548688563,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0
0,-1.2774445836787656,0.5147684601325326,-0.9703749044920775,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
0,0.9621754209229036,0.9435120861753926,1.3121731615414312,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
0,-0.62591876415828,0.14086413509515497,-0.49857389132621277,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-0.8702409464784621,0.05278889408635025,-0.6789515276015671,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
0,-1.0331224013585834,0.15914390209698223,-0.7757691190914203,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,1.4915401492832983,-1.481049737066981,-0.3825427837307177,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0,-0.5444780367182193,0.7058751151516368,-0.3296890700807546,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,-1.1960038562387048,0.5164302571326987,-0.8954620449114119,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
0,0.880734693482843,-1.4744025490663168,-0.5246257426703725,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
0,1.2064976032430856,-1.3630621500551865,-0.367476387060048,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,-0.3408762181180675,0.8570986421667539,0.0012422371716441262,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,1.2064976032430856,0.18905624809997262,0.8915052486429348,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
0,-0.62591876415828,0.03284733008435696,-0.515537374546923,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,-0.9516816739185228,-1.3348116010523623,-0.9219109608823243,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,1.2879383306831464,0.14917312009598557,0.9564914925547844,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
0,-1.2367242199587352,0.37019212111808014,-0.9425362623275311,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-1.2774445836787656,-0.62854787598176,-0.9855515968924009,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,-0.6666391278783103,-0.4922805219681379,-0.648333433049752,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
0,1.6137012404433893,-1.3331498040521963,-0.19839303350121346,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0,-0.0965540357978854,0.8521132511662559,0.23864276567786422,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0.6771328748826912,1.1994288242009752,1.1327881868329588,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
0,1.1657772395230555,0.35191235411625243,1.0807065432905703,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
0,0.5956921474426305,0.7457582431556239,0.7666504826751588,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,-0.5037576729981889,-0.012021188920128179,-0.3887414037372452,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,0.06632741908223598,0.4499583771260538,0.1255455244911526,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,1.5322605130033284,-1.33148800705203,-0.26198955121942863,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
0,0.880734693482843,1.3656085242175875,1.5648386190316974,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0
1,1.1657772395230555,1.114677177192503,1.670678401207208,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1
0,-1.1960038562387048,0.40508985812156867,-0.905013655099406,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
0,-0.7888002190384014,-1.505976692069473,-0.8865722091013388,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
1,-0.6666391278783103,1.04321990618536,-0.33112291456625026,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,-1.1960038562387048,-0.2014660469390663,-0.9313963936325262,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,-0.30015585439803716,-1.4827115340671475,-0.7691513753122096,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
0,-0.0965540357978854,-0.00869759491979612,-0.1726279510541529,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,-0.46303730927815856,-1.2051914350394048,-0.7281213638811029,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-1.2774445836787656,-0.6468276429835875,-0.9857942474976384,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-0.7073594915983407,-1.5076384890696393,-0.8781456153558105,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
1,-0.38159658183809786,0.8537750481664219,-0.07168529927525837,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,0.5142514200025698,1.3423433662152622,1.0814124359603523,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
0,-0.3408762181180675,0.611152686142168,-0.10883290102256137,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,-0.8702409464784621,0.8438042661654253,-0.5699131692661046,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
0,-1.2774445836787656,-0.6551366279844181,-0.985904543227292,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0.9621754209229036,1.2775332832087833,1.5285292648297613,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,-1.2774445836787656,0.36686852711774764,-0.97233816847991,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-1.2774445836787656,-1.505976692069473,-0.9971988259438118,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
0,-1.0331224013585834,0.4831943171293762,-0.7749749898379149,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1,0.9214550572028734,0.7989357471609396,1.114236445105238,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
0,-1.2367242199587352,-1.125425179031431,-0.9797279823666953,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,1.6137012404433893,0.7025515211513048,1.690178686209949,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0
1,0.5142514200025698,-1.0157465770204666,-0.30138718585166335,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
0,0.5956921474426305,-1.4827115340671475,-0.5442142642568363,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
1,0.5549717837226001,1.0133075601823696,0.9461016348214234,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0
0,-1.2367242199587352,-0.4806479429669752,-0.964860118009402,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,-1.2367242199587352,0.5114448661322006,-0.9199476968944916,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
0,-0.8295205827584317,-0.44907379996381874,-0.7357317692271953,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,1.4508197855632678,0.8255244991635975,1.6976126183885958,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,1.4915401492832983,1.0116457631822036,1.9376602444065,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0
